Field	Term	Ontology Identifier	Definition	Guidance	Editor Note
host_origin geo_loc (country)	Brazil	GAZ:00002828	A country in South America. Bordered by the Atlantic Ocean and by Venezuela, Suriname, Guyana and the department of French Guiana to the north, Colombia to the northwest, Bolivia and Peru to the west, Argentina and Paraguay to the southwest, and Uruguay to the south. Federation of twenty-six states (estados) and one federal district (Distrito Federal). The states are subdivided into municipalities. For statistical purposes, the States are grouped into five main regions: North, Northeast, Central-West, Southeast and South.		
host_origin geo_loc (country)	British Virgin Islands	GAZ:00003961	A British overseas territory, located in the Caribbean to the east of Puerto Rico. The islands make up part of the Virgin Islands archipelago, the remaining islands constituting the US Virgin Islands. The British Virgin Islands consist of the main islands of Tortola, Virgin Gorda, Anegada and Jost Van Dyke, along with over fifty other smaller islands and cays. Approximately fifteen of the islands are inhabited.		
host_origin geo_loc (country)	Brunei	GAZ:00003901	A country located on the north coast of the island of Borneo, in Southeast Asia. Apart from its coastline with the South China Sea it is completely surrounded by the State of Sarawak, Malaysia, and in fact it is separated into two parts by Limbang, which is part of Sarawak. Brunei is divided into four districts (daerah), the districts are subdivided into thirty-eight mukims, which are then divided into kampong (villages).		
host_origin geo_loc (country)	Bulgaria	GAZ:00002950	A country in Southeastern Europe, borders five other countries; Romania to the north (mostly along the Danube), Serbia and the Republic of Macedonia to the west, and Greece and Turkey to the south. The Black Sea defines the extent of the country to the east. Since 1999, it has consisted of twenty-eight provinces. The provinces subdivide into 264 municipalities.		
host_origin geo_loc (country)	Burkina Faso	GAZ:00000905	A landlocked nation in West Africa. It is surrounded by six countries: Mali to the north, Niger to the east, Benin to the south east, Togo and Ghana to the south, and Cote d'Ivoire to the south west. Burkina Faso is divided into thirteen regions, forty-five provinces, and 301 departments (communes).		
host_origin geo_loc (country)	Burundi	GAZ:00001090	A small country in the Great Lakes region of Africa. It is bordered by Rwanda on the north, Tanzania on the south and east, and the Democratic Republic of the Congo on the west. Although the country is landlocked, much of its western border is adjacent to Lake Tanganyika. Burundi is divided into 17 provinces, 117 communes, and 2,638 collines.		
host_origin geo_loc (country)	Cambodia	GAZ:00006888	A country in Southeast Asia. The country borders Thailand to its west and northwest, Laos to its northeast, and Vietnam to its east and southeast. In the south it faces the Gulf of Thailand.		
host_origin geo_loc (country)	Cameroon	GAZ:00001093	A country of central and western Africa. It borders Nigeria to the west; Chad to the northeast; the Central African Republic to the east; and Equatorial Guinea, Gabon, and the Republic of the Congo to the south. Cameroon's coastline lies on the Bight of Bonny, part of the Gulf of Guinea and the Atlantic Ocean. The Republic of Cameroon is divided into ten provinces and 58 divisions or departments. The divisions are further sub-divided into sub-divisions (arrondissements) and districts.		
host_origin geo_loc (country)	Canada	GAZ:00002560	A country occupying most of northern North America, extending from the Atlantic Ocean in the east to the Pacific Ocean in the west and northward into the Arctic Ocean. Canada is a federation composed of ten provinces and three territories; in turn, these may be grouped into regions. Western Canada consists of British Columbia and the three Prairie provinces (Alberta, Saskatchewan, and Manitoba). Central Canada consists of Quebec and Ontario. Atlantic Canada consists of the three Maritime provinces (New Brunswick, Prince Edward Island, and Nova Scotia), along with Newfoundland and Labrador. Eastern Canada refers to Central Canada and Atlantic Canada together. Three territories (Yukon, Northwest Territories, and Nunavut) make up Northern Canada.		
host_origin geo_loc (country)	Cape Verde	GAZ:00001227	A republic located on an archipelago in the Macaronesia ecoregion of the North Atlantic Ocean, off the western coast of Africa. Cape Verde is divided into 22 municipalities (concelhos), and subdivided into 32 parishes (freguesias).		
host_origin geo_loc (country)	Cayman Islands	GAZ:00003986	A British overseas territory located in the western Caribbean Sea, comprising the islands of Grand Cayman, Cayman Brac, and Little Cayman. The Cayman Islands are divided into seven districts.		
host_origin geo_loc (country)	Central African Republic	GAZ:00001089	A landlocked country in Central Africa. It borders Chad in the north, Sudan in the east, the Republic of the Congo and the Democratic Republic of the Congo in the south, and Cameroon in the west. The Central African Republic is divided into 14 administrative prefectures (prefectures), along with 2 economic prefectures (prefectures economiques) and one autonomous commune. The prefectures are further divided into 71 sub-prefectures (sous-prefectures).		
host_origin geo_loc (country)	Chad	GAZ:00000586	A landlocked country in central Africa. It is bordered by Libya to the north, Sudan to the east, the Central African Republic to the south, Cameroon and Nigeria to the southwest, and Niger to the west. Chad is divided into 18 regions. The departments are divided into 200 sub-prefectures, which are in turn composed of 446 cantons. This is due to change.		
host_origin geo_loc (country)	Chile	GAZ:00002825	A country in South America occupying a long and narrow coastal strip wedged between the Andes mountains and the Pacific Ocean. The Pacific forms the country's entire western border, with Peru to the north, Bolivia to the northeast, Argentina to the east, and the Drake Passage at the country's southernmost tip. Chile claims 1,250,000 km2 of territory in Antarctica. Chile is divided into 15 regions. Every region is further divided into provinces. Finally each province is divided into communes. Each region is designated by a name and a Roman numeral, assigned from north to south. The only exception is the region housing the nation's capital, which is designated RM, that stands for Region Metropolitana (Metropolitan Region). Two new regions were created in 2006: Arica-Parinacota in the north, and Los Rios in the south. Both became operative in 2007-10.		
host_origin geo_loc (country)	China	GAZ:00002845	A large country in Northeast Asia. China borders 14 nations (counted clockwise from south): Vietnam, Laos, Burma, India, Bhutan, Nepal, Pakistan, Afghanistan, Tajikistan, Kyrgyzstan, Kazakhstan, Russia, Mongolia and North Korea. Additionally the border between PRC and ROC is located in territorial waters. The People's Republic of China has administrative control over twenty-two provinces and considers Taiwan to be its twenty-third province. There are also five autonomous regions, each with a designated minority group; four municipalities; and two Special Administrative Regions that enjoy considerable autonomy. The People's Republic of China administers 33 province-level regions, 333 prefecture-level regions, 2,862 county-level regions, 41,636 township-level regions, and several village-level regions.		
host_origin geo_loc (country)	Christmas Island	GAZ:00005915	An island in the Indian Ocean, 500 km south of Indonesia and about 2600 km northwest of Perth. The island is the flat summit of a submarine mountain.		
host_origin geo_loc (country)	Clipperton Island	GAZ:00005838	A nine-square km coral atoll in the North Pacific Ocean, southwest of Mexico and west of Costa Rica.		
host_origin geo_loc (country)	Cocos Islands	GAZ:00009721	Islands that located in the Indian Ocean, about halfway between Australia and Sri Lanka. A territory of Australia. There are two atolls and twenty-seven coral islands in the group.		
